record_ID,units_sold
212645,17.20938934767898
212646,21.522717431252527
212647,28.008888014714522
212648,30.070085643929268
212649,20.28890519974937
212653,26.64290244276676
212654,37.82675049038092
212657,16.7665501914436
212658,12.314310369875182
212661,166.2724946664983
212662,88.42922262299983
212663,52.81103621404766
212666,77.49763398129468
212667,89.81747444844814
212668,111.78992640829722
212671,49.57119621180337
212672,120.00487878273688
212673,68.43905881182496
212674,409.4308556614545
212675,22.441736266526156
212676,10.016407168757736
212677,85.57365922207606
212678,58.6822857346045
212679,36.78850512804509
212681,42.717773109818154
212682,97.93653144310649
212683,20.158692067625125
212686,87.73609638494618
212687,83.18728387198149
212688,22.758887019395587
212689,4.119970891981557
212691,22.430065651556905
212692,48.41676799445757
212693,35.198568790216626
212694,40.14793417975956
212695,44.52106770060471
212696,37.49896430506569
212697,87.2845483881617
212698,31.975805037263868
212699,181.31899533636206
212700,23.251417800895073
212701,18.04033697176994
212702,41.56901893238681
212703,48.90334941978657
212704,32.73424716520588
212705,30.223685735408353
212706,35.92064912297667
212707,46.71270561435566
212709,5.851341773340759
212710,13.68444571891551
212711,35.66067642728772
212712,35.9987401251101
212713,27.04705803510007
212716,22.646093293323517
212717,30.809786590908125
212718,19.633253040731514
212719,28.1006657982491
212721,84.14637845753292
212722,26.85573840491515
212723,115.09938652940784
212724,13.437353326985836
212725,8.612938106127764
212727,30.01178612036601
212728,56.050870566080874
212729,33.97944496075997
212731,34.529856162793706
212732,44.80134302777812
212734,4.998337743517096
212735,5.282001761145921
212736,10.689561921735553
212737,237.85896283456086
212738,216.9142031259825
212739,68.31518607483153
212740,19.421592621469877
212742,80.04650567936197
212743,114.294312199434
212744,201.5832651398283
212748,214.2758616159115
212749,100.28055451245451
212750,501.020794026401
212751,38.72300221597784
212752,22.667133351427907
212754,126.6884786770104
212755,91.95403674307202
212756,93.36779167107092
212757,47.49744050101391
212758,63.31832004321534
212759,133.96048890330866
212760,10.879353783275624
212761,63.126825762900836
212763,13.136343740884213
212764,97.02443388794045
212765,82.41194965713518
212767,44.28901597035089
212768,49.48388550057323
212769,66.15453962128925
212772,36.793968484106635
212773,59.475401714570495
212774,31.387160009904346
212775,217.68041441989286
212776,11.853663361241352
212777,6.928279552018612
212778,51.447737637853585
212779,29.18788480179487
212782,48.69905498564535
212783,68.88907935870793
212787,187.70793020051522
212788,108.50689994546254
212789,70.72174410672356
212790,17.73046216510788
212792,89.02952884376221
212793,107.02593625911486
212794,125.84361430138367
212796,139.8363913808841
212797,142.04520476830334
212798,418.0542400672443
212799,27.230627723412024
212800,11.934521634243513
212802,94.7396705771078
212803,73.64564422192565
212805,51.648233478849164
212806,67.60694922710444
212807,108.51401350832184
212809,29.398576015617323
212812,36.362018416750516
212816,13.14198039772775
212817,26.432072572269917
212818,32.64172430887242
212819,19.47857442430492
212820,21.41577114834339
212821,31.47411233388426
212822,61.989852808182604
212823,23.408642017634026
212824,121.38429294249613
212825,15.091485725879426
212826,10.359711781836713
212828,38.67869440029383
212829,46.183480209311796
212830,29.25819490911649
212831,31.25101572654084
212832,35.902458144785776
212833,35.44514534135353
212834,30.96989395549764
212835,27.545545487488365
212837,7.049635351179786
212838,19.856685468259165
212839,22.8593176352566
212840,26.86280483373638
212843,47.22044115886835
212844,14.529250345259653
212845,84.5796995961761
212846,9.94669107722521
212849,30.935209217996157
212850,21.771211756093578
212853,32.1123641533738
212856,37.15719521111273
212857,21.39450130769609
212860,9.144847537062882
212861,39.24666278668226
212862,46.002499906443454
212863,10.475869604196076
212866,114.6357801391077
212867,42.054839769612705
212868,191.41203233015153
212869,33.89299370529829
212870,29.582824783723126
212872,44.094383312603654
212873,63.05643812479707
212874,30.929506544175375
212875,28.25860527857748
212876,40.77159402693051
212877,43.51204822459185
212879,15.273250482825322
212880,25.815376024093812
212881,30.647273151540187
212884,13.825694198855999
212885,31.521869120896582
212886,17.68470398677451
212888,20.66547704421331
212889,40.219337339033935
212890,15.668470216926545
212891,69.51489913140503
212892,15.537001389151264
212893,26.40086239898135
212896,32.64860119235149
212899,5.223171982533814
212900,12.98764283357201
212901,23.516923721781428
212902,14.808990363333503
212903,13.879209894767113
212905,34.69628869711707
212906,10.945740895129857
212907,55.97027145484047
212910,13.077891988655201
212911,12.672758927499487
212914,16.037748508883677
212915,108.04658831375217
212916,70.33605049804434
212917,37.793523581727534
212919,37.73000755901991
212920,55.73602225048954
212921,83.67493965736551
212924,75.55691444607537
212925,43.52082644092023
212926,289.61694953175675
212927,10.07859112240192
212929,67.84027714987039
212930,68.35575697116629
212931,15.426335366515746
212932,68.07142434751938
212933,72.29731932525337
212934,104.52971313085975
212935,10.354629922982562
212936,59.06785508598255
212937,57.60534991235148
212938,17.074144918934046
212940,39.667417429383626
212941,38.11991213781455
212942,31.257142216361117
212946,50.88307316378697
212947,51.34321065337697
212948,138.98362513183295
212949,35.68192603919243
212950,48.56527476648204
212951,25.101074184883178
212952,41.85183527080469
212954,63.11756722955527
212955,27.94524589702225
212956,26.079659055323486
212959,16.694355269300427
212960,19.888263184518124
212964,75.65345067856772
212965,24.72166497175156
212966,162.04463585947465
212967,19.447816822970946
212968,15.410393630287297
212969,31.26815955460502
212970,46.46112587330322
212971,24.952629018974495
212973,25.684288055255674
212974,32.026471421484366
212977,47.57366129620029
212978,52.77669897067407
212979,24.334954672584352
212981,20.09924276452128
212982,39.908674525744416
212983,37.59415371070664
212984,47.92932525881806
212985,48.62222480818139
212986,51.23705166853597
212987,107.28504619998952
212988,31.116711018923755
212989,207.03914323727267
212990,26.097620808692447
212991,21.48387043073236
212993,50.480367323631
212994,58.3665321458683
212995,37.28637209877761
212996,38.82105987629759
212997,40.38090473125299
212998,76.92942586860057
212999,7.330891312491434
213001,14.180726449052026
213002,13.230719387416988
213006,17.7673691260758
213007,19.457505386909336
213011,29.397216821931213
213012,11.31434155205531
213013,68.38748790929913
213016,20.38216748260827
213017,11.490669329142895
213020,23.185837057924843
213021,154.96113844847062
213022,102.58558964851301
213023,69.08794031877733
213025,46.08486487088625
213026,46.92667316810426
213027,82.56532227650416
213031,97.08703218219868
213032,48.40725585624675
213033,306.9434633717875
213034,24.202073693495684
213035,15.924915162824377
213036,62.674459007374395
213037,60.35441954394066
213038,58.81031369767976
213039,19.920972327871795
213040,30.324375516754557
213041,72.58472685355572
213043,18.187558782184524
213048,131.79349455819957
213049,87.61704955619312
213050,41.05991310811655
213053,63.836625162398605
213054,69.98591334326684
213055,98.29386488431172
213056,50.13885511060263
213059,65.935881820921
213060,51.430983087319184
213061,277.5869658326783
213064,63.38391765570631
213065,35.694574343260285
213066,45.964800988536055
213068,67.46519010656361
213069,95.90408361512837
213070,31.14779072264158
213072,69.04311970718993
213073,59.03756595991708
213074,30.22569883358864
213076,15.658971077354453
213077,33.59859253540017
213078,50.213307509749
213079,24.960045411069515
213080,25.30102498203982
213081,29.896690748816056
213082,91.15789462097402
213083,28.472843823661474
213084,195.94677580595365
213085,29.107233667317907
213086,24.878296986899933
213087,42.85481360977242
213088,58.205541233172355
213089,31.872700317474173
213090,35.589549739222726
213091,48.344652007654005
213092,55.92709126621948
213093,5.607014041338847
213094,10.749196086930283
213096,16.91638868366864
213097,27.308629646073634
213098,21.959611164889008
213100,9.271182033019771
213101,20.431487162517342
213102,27.08872795491935
213103,24.63082820483917
213105,37.16262072511915
213106,54.558478349603654
213107,17.861047165214927
213108,88.0254557090546
213109,24.21335344050892
213110,34.17026079850313
213111,21.183470533144312
213113,37.391792307520944
213114,42.992877938047194
213115,5.223538625090287
213123,35.88086140829364
213127,75.86315011112019
213128,45.898371198875516
213129,23.57074184016529
213131,28.9315710966488
213132,38.0663811202314
213133,50.988517574236795
213135,56.652933642632924
213136,22.175646835370063
213137,159.5824112884637
213138,11.598727957885655
213140,35.676477088755426
213141,29.293037251784394
213142,57.33734259135706
213145,51.373821775801645
213147,8.270962130744588
213148,61.36396122854646
213149,30.190771081239305
213150,7.9495555235197735
213151,21.044876680079295
213152,29.9749582157222
213153,11.06055477917537
213154,68.18039860537252
213155,25.94410358300468
213156,116.46757779684523
213157,19.273455453129237
213158,15.346318287516707
213159,33.81768928184633
213160,36.9097672405661
213161,25.866843287701883
213162,22.40240857176351
213163,29.723203484542292
213164,41.71193430837066
213167,11.38431968830797
213168,24.747989849585093
213169,198.21641644270173
213170,154.6501599962015
213171,96.32731487032744
213174,67.3863256280038
213175,85.22242751999377
213176,102.78433212171096
213179,31.481264810743138
213180,133.5075629533064
213181,66.95038092145354
213182,353.1796286135181
213183,35.35803853672844
213187,77.50993209397426
213188,55.5717435599786
213189,99.49444929353879
213191,36.41079203009902
213192,93.58060462203801
213194,20.204515463279776
213195,10.291969087502538
213197,9.338109524961236
213199,8.096150974192938
213200,24.715761914521217
213202,32.639570226561894
213204,60.31867815369305
213205,20.05907128349595
213206,87.01922051158701
213207,17.174840156369655
213208,72.06215636221894
213209,35.65771004863904
213215,94.46145310176186
213216,71.56175304179341
213217,43.882200917653606
213219,51.33642880888463
213220,51.249008249514645
213221,67.42825029511062
213225,61.29059875925459
213226,34.9110407419209
213227,260.7864227115416
213230,40.37932293666634
213231,33.58190299092786
213233,38.67500803959024
213235,76.120456831522
213236,11.073744233280292
213238,115.2171874258584
213239,72.33739284986585
213240,33.69905184837075
213241,36.775016633805535
213242,42.375423151373255
213243,68.41983314355693
213245,81.18113070012824
213246,35.360161015048206
213247,253.34940514728117
213248,25.67470169831658
213249,13.860113070009842
213250,63.3380187344894
213251,47.72665044073522
213252,19.761479694253147
213254,36.33309505142339
213255,73.54266249845486
213256,5.38366574289894
213257,20.024507605320622
213260,10.651613674653563
213265,33.48271427986231
213268,10.1625006830019
213269,50.45152589035216
213270,50.627008566957294
213273,31.959467505875022
213275,40.14134752054273
213276,21.01676200889773
213278,6.211266939029455
213279,23.998759114653062
213280,56.14588052630203
213281,35.02783233806588
213282,17.590126568882024
213283,27.586662782072253
213285,117.4396419727539
213286,39.56932107204046
213287,189.23625456752228
213288,31.88251490377328
213289,20.889191801925246
213292,47.721808988672414
213293,45.11812383810379
213294,24.880240399362016
213296,51.34225089003701
213297,49.57053015598756
213301,22.92289676079812
213303,7.616437779681588
213304,14.368830184290571
213305,38.95257373618017
213306,27.88798805930171
213308,64.51143967686173
213309,51.5887878809492
213310,48.20969790543776
213311,22.305516103119377
213312,123.51209560730547
213314,9.665113713809015
213315,28.830525835931336
213316,27.218523142953874
213317,15.293063244697148
213320,185.43520933659232
213321,111.21130966796679
213322,30.688188018404283
213325,55.84463363868815
213326,66.76070884794909
213327,98.29601642585887
213330,39.63066951842546
213331,94.18262258009888
213332,42.36688039234481
213333,222.17399313850134
213334,12.3597891273793
213335,5.216165270641835
213336,62.223052108005604
213337,44.03736699522255
213338,17.80465079231556
213340,67.5843568329283
213341,75.52602842469345
213343,9.904949164121897
213346,243.39438933522374
213347,28.466463620403385
213348,8.832092174926252
213351,8.579965230613883
213352,37.52277194966467
213353,24.350030392237382
213354,20.649910728430893
213355,33.67533854480235
213356,33.73053585820803
213357,51.86191826203259
213358,22.744272179874798
213359,145.589394535798
213360,10.29025679101957
213361,9.087645206034539
213363,48.55731272421451
213364,31.92517093324484
213365,32.20396605944391
213366,33.32931127484942
213367,45.39285512776062
213369,66.93206135847629
213370,56.504961588229584
213371,16.480646246055656
213372,14.770569960884835
213373,25.36852553648967
213374,40.09074859961984
213375,27.563769418447002
213376,21.797405894130005
213377,32.52826055215015
213378,70.86086749477927
213379,20.4439775649741
213380,134.74703051914148
213381,14.018550871067374
213382,14.541394718171794
213383,36.74704371203325
213384,47.17337734027834
213385,36.23346151781438
213387,32.014016005458366
213388,45.8321389099294
213390,9.914108571160845
213391,30.35752160944089
213392,28.94798511237693
213394,17.461753511700387
213395,46.03626295790624
213396,24.47328137713228
213399,66.72848330404061
213400,18.071737436033384
213401,127.77729226249808
213403,20.65890801694767
213404,22.188022348857277
213408,15.454112145581874
213409,6.397370904414322
213410,6.922650007227357
213411,16.015162096716526
213412,56.9875203569455
213413,46.0899705438012
213414,17.466484560160033
213415,15.2535938121888
213416,26.69698545700255
213417,25.567258116317742
213418,14.456683337655098
213419,15.443627769381552
213420,12.939076333002332
213421,61.593892702785624
213422,14.225220911208464
213423,152.6582482340443
213425,10.842566600238992
213426,28.413928358856474
213427,26.82998433864143
213428,18.50716877449904
213431,37.403334551177146
213432,6.311858660910442
213434,11.276854533341137
213435,67.20329384599313
213436,50.58997239582231
213437,33.56913138783061
213439,19.26876627610173
213440,33.45070776042188
213441,49.287391182070806
213444,53.39519460274219
213445,38.13702946121786
213446,22.004193937490353
213447,145.3913688064275
213448,35.73667461876554
213449,23.13659290917817
213454,59.22540469737953
213455,36.955291714489235
213456,27.726625454122633
213457,40.091064213131034
213458,41.485687502724176
213461,35.66420491158016
213462,24.47418146907127
213463,144.02356305951173
213466,30.633315226786763
213467,12.835339396458714
213471,11.621130455958607
213472,68.78763974888209
213473,43.392661082593115
213474,20.102896495196582
213476,32.89277915520487
213477,45.770290826026525
213478,47.718471605083074
213479,77.36842675876257
213480,43.015420444026475
213481,186.88513292915482
213484,34.3486692823147
213485,62.10422708206372
213486,17.615617417988098
213488,27.365752200709508
213489,36.60153934509873
213490,5.117282047615548
213491,21.94568323888276
213494,19.207105025867303
213495,15.182746935948966
213496,9.494325441645564
213497,22.232930501090312
213502,40.802617040935885
213503,18.333092568153763
213505,15.259753684726144
213506,39.45374709734903
213507,20.682827502376487
213510,38.61529494467076
213511,28.227917963629146
213512,7.325475170206085
213514,15.368623339818846
213516,47.81670793370552
213517,13.943347120367495
213518,99.351483894431
213519,15.469440867732764
213520,12.244046644521697
213521,22.748445088249856
213522,27.319489433738358
213523,14.311524748476785
213526,23.51204861528314
213528,10.210611701231935
213530,35.749724627533126
213531,35.015132551986056
213532,21.824097133641015
213533,5.900538741786325
213535,13.910395176189148
213536,22.985889331176796
213537,31.711598098516184
213538,26.791473203955654
213540,32.5704894682673
213541,71.7357053466329
213542,22.314112395733112
213543,109.92023911789177
213545,7.256117032712469
213546,28.728976409136816
213547,43.51131122242911
213548,26.963445246697713
213550,31.018528909863377
213551,32.107585107449374
213554,17.268799616425238
213559,29.501389363463147
213560,17.090831512212777
213561,31.65059541267194
213562,39.15443714121283
213563,34.641828471421945
213564,54.803438352205866
213565,15.673121612004504
213566,102.1430287587642
